name,platform,year_of_release,genre,sales
MTX Mototrax,PSP,2006,Racing,0.04
VR Soccer '96,PS,1996,Sports,0.03
Ribbit King,GC,2003,Sports,0.04
Diabolik Lovers,PSP,2012,Adventure,0
Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,DS,2008,Action,0
Summoner: A Goddess Reborn,GC,2003,Role-Playing,0.04
Pirates vs Ninja Dodgeball,Wii,2009,Sports,0.04
Secret Service,X360,2008,Action,0.04
Noddy in Toyland,DS,2011,Misc,0
Empire Earth,PC,2001,Strategy,0
Yu-Gi-Oh! World Championship 2007,DS,2007,Strategy,0
DuckTales: Remastered,PS3,2013,Action,0.01
E.X. Troopers,PS3,2012,Shooter,0
Worms Reloaded,PC,2010,Strategy,0
Kiniro no Corda 2 Encore,PS2,2007,Role-Playing,0
M&M's Adventure,DS,2008,Adventure,0.04
ESPN Great Outdoor Games Bass 2002,GBA,2001,Sports,0.03
Soul Eater: Plot of Medusa,DS,2008,Action,0
StarCraft,PC,1998,Strategy,0
Gaist Crusher,3DS,2013,Action,0
World Championship Pool 2004,PS2,2004,Sports,0.02
Punch King,GBA,2002,Fighting,0.03
V-Rally 3,GBA,2002,Racing,0.03
B-Boy,PSP,2006,Misc,0.04
Kakuto Chojin,XB,2002,Fighting,0.04
Beyond Oasis,GEN,1993,Role-Playing,0
Robotech: Invasion,XB,2004,Shooter,0.04
Rain (2013),PS3,2013,Adventure,0
Wii de Asobu Chibi-Robo!,Wii,2009,Adventure,0
Need for Speed Underground,PC,2003,Racing,0
Jewel Quest Mysteries,DS,2009,Puzzle,0.03
Tokyo Ghoul: Jail,PSV,2015,Racing,0
To Heart 2 DX Plus,PS3,2011,Adventure,0
Romance of the Three Kingdoms VI: Awakening of the Dragon,PS,1998,Strategy,0.03
Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,PSP,2011,Adventure,0
Frogger: Ancient Shadow,GC,2005,Platform,0.04
Naruto: Uzumaki Chronicles 2 (JP sales),PS2,2006,Action,0
Moon,DS,2009,Adventure,0.04
Snoopy vs the Red Baron,PSP,2006,Adventure,0.04
Pet Vet: Down Under,DS,2009,Simulation,0.04
Virtua Tennis 3,PSP,2007,Sports,0.02
Raze's Hell,XB,2005,Shooter,0.04
Far Cry,PC,2004,Shooter,0
Gem Smashers,Wii,2011,Platform,0.04
Shin Megami Tensei NINE,XB,2002,Role-Playing,0
Magic Carpet,PS,1995,Shooter,0.03
Adventure Time: Explore the Dungeon Because I Don't Know!,PS3,2013,Action,0.02
Hoshigami: Ruining Blue Earth,PS,2001,Role-Playing,0.03
GunPey DS,DS,2006,Puzzle,0.04
Cabela's African Safari,PSP,2006,Sports,0.04
Test Drive: Ferrari Legends,X360,2012,Racing,0.04
Sushi Go-Round,Wii,2010,Simulation,0.04
NightCaster II: Equinox,XB,2002,Action,0.03
Shin Hayarigami,PSV,2014,Adventure,0
Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,DS,2008,Role-Playing,0
Arslan: The Warriors of Legend,PS3,2015,Action,0
SD Gundam G Generation World,Wii,2011,Strategy,0
Ship Simulator Extremes,PC,2010,Simulation,0
Winter Sports 2011,PS3,2011,Sports,0
Time Crisis: Project Titan,PS,2001,Shooter,0.03
Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,DS,2011,Action,0
Crusader: No Remorse,PS,1996,Adventure,0.03
Billy the Wizard: Rocket Broomstick Racing,Wii,2007,Racing,0.04
Ys: The Ark of Napishtim,PSP,2006,Role-Playing,0.04
Black & Bruised,GC,2003,Fighting,0.04
Winter Sports 3: The Great Tournament,Wii,2010,Sports,0.02
Pro Evolution Soccer 2017,XOne,2016,Sports,0.01
FIFA Soccer 10,PC,2009,Sports,0
Jewel Quest 5: The Sleepless Star,PC,2011,Action,0.02
World Series of Poker: Tournament of Champions 2007 Edition,Wii,2006,Misc,0.04
Tom Clancy's Rainbow Six: Lockdown,GC,2005,Shooter,0.04
Yoru no Nai Kuni,PS3,2015,Role-Playing,0
Full Spectrum Warrior: Ten Hammers,XB,2006,Strategy,0.03
Puyo Puyo Tetris,PSV,2014,Puzzle,0
The Sims,PC,2000,Simulation,0.01
Turok: Dinosaur Hunter,N64,1997,Shooter,0
MiniCopter: Adventure Flight,Wii,2007,Simulation,0.04
FIFA Manager 12,PC,2011,Sports,0
Balloon Pop,Wii,2007,Puzzle,0.04
Gitaroo Man,PS2,2001,Misc,0.02
Taiko no Tatsujin Portable 2,PSP,2006,Misc,0
Super Bubble Pop,GC,2003,Puzzle,0.04
Apassionata: Die Galanacht der Pferde,DS,2009,Simulation,0
Battleship / Connect Four / Sorry! / Trouble,DS,2006,Puzzle,0.04
Time Travelers,PSV,2012,Adventure,0
Amnesia Later,PSP,2012,Misc,0
World Championship Poker: Featuring Howard Lederer - All In,X360,2006,Misc,0.04
SpongeBob SquarePants: Plankton's Robotic Revenge,X360,2013,Shooter,0.04
Crazy Chicken: Atlantis Quest,DS,2007,Platform,0.04
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PSV,2011,Adventure,0
Intellivision Lives!,XB,2004,Misc,0.03
Test Drive Le Mans,PS,1999,Racing,0.03
Counter Force,Wii,2007,Shooter,0.04
Centipede: Infestation,3DS,2011,Shooter,0.04
Cabela's Trophy Bucks,X360,2007,Sports,0.04
XCOM 2,XOne,2016,Strategy,0.02
Yaiba: Ninja Gaiden Z,X360,2014,Action,0.03
Hero Bank 2,3DS,2014,Role-Playing,0
Rock of the Dead,X360,2010,Shooter,0.04
Monster Jam: Maximum Destruction,GC,2002,Racing,0.04
Big Air Freestyle,GC,2002,Racing,0.04
To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,2014,Action,0
The Lost Treasures of Alexandria,DS,2011,Puzzle,0
Rimo-Cocoron,PS2,2001,Action,0
Mike Tyson Heavyweight Boxing,XB,2002,Sports,0.03
Code Lyoko,DS,2007,Action,0.03
The Berenstain Bears and the Spooky Old Tree,GBA,2005,Platform,0.03
12-Sai. Koisuru Diary,3DS,2016,Adventure,0
Pool Party,Wii,2007,Sports,0.04
Rapala Fishing Frenzy 2009,X360,2008,Sports,0.04
Hakuouki: Bakumatsu Musou Roku,PSP,2012,Action,0
Hiiro no Kakera DS,DS,2008,Adventure,0
Company of Heroes,PC,2006,Strategy,0
Arcana Famiglia: La storia della Aracana Famiglia,PSP,2011,Adventure,0
Wonder World Amusement Park,Wii,2008,Misc,0.04
Jonah Lomu Rugby Challenge,PC,2011,Sports,0
Atelier Ayesha: The Alchemist of Dusk,PSV,2014,Role-Playing,0
The Misadventures of Tron Bonne,PS,1999,Adventure,0.03
Just Dance 2017,PS3,2016,Misc,0.01
Ride 2,PS4,2016,Racing,0
Wing Island,Wii,2006,Simulation,0.03
Silent Hunter: Wolves of the Pacific,PC,2007,Simulation,0
Brave Story: New Traveller (jp sales),PSP,2006,Role-Playing,0
Black Jack vs. Matsudajun,PS,2000,Misc,0.03
Clever Kids: Creepy Crawlies,DS,2009,Action,0
Wrath Unleashed,XB,2004,Strategy,0.03
March of the Penguins,DS,2006,Adventure,0.04
Professor Heinz Wolff's Gravity,DS,2008,Puzzle,0.04
Garou Densetsu 3: Road to the Final Victory,SAT,1996,Fighting,0
Lips: Deutsche Partyknaller,X360,2009,Misc,0
Boing! Docomodake DS,DS,2007,Puzzle,0.04
Bleach: Soul Carnival,PSP,2008,Fighting,0
Double Dragon Advance,GBA,2003,Action,0.03
Toukiden Kiwami,PSP,2014,Action,0
Gummy Bears Mini Golf,DS,2010,Sports,0.04
Resident Evil Director's Cut,PS3,2006,Action,0
Color Cross,DS,2008,Misc,0.04
Sesame Street: Elmo's A-to-Zoo Adventure,PC,2010,Misc,0.04
The Bible Game,XB,2005,Misc,0.03
Bubble Bobble Revolution,DS,2005,Puzzle,0.04
Inspector Gadget: Gadget's Crazy Maze,PS,2001,Puzzle,0.03
World Fantasista,PS2,2002,Sports,0
Yager,XB,2003,Shooter,0.03
River City Soccer Hooligans,DS,2010,Sports,0.04
Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,DS,2006,Misc,0
Cocoto Kart Racer,DS,2004,Racing,0.04
Root Letter,PSV,2016,Adventure,0
Futurama,XB,2003,Platform,0.03
Supreme Commander,PC,2007,Strategy,0
Pool Hall Pro,Wii,2009,Sports,0.04
Wolfenstein,PC,2009,Shooter,0.01
Cesar Millan's Dog Whisperer,DS,2008,Simulation,0.04
Nazo Waku Yakata: Oto no Ma ni Ma ni,3DS,2011,Misc,0
Choro Q 64 2: Hacha Mecha Grand Prix Race,N64,1999,Racing,0
Microsoft Train Simulator,PC,2001,Simulation,0
Activision Anthology,GBA,2003,Misc,0.03
Mahjong 3D: Warriors of the Emperor,3DS,2011,Misc,0
Wayne Gretzky's 3D Hockey '98,PS,1997,Sports,0.03
Hakuouki SSL: Sweet School Life,PSV,2014,Adventure,0
Resident Evil 6,XOne,2016,Shooter,0.04
Max & the Magic Marker,DS,2011,Platform,0
Trigger Man,XB,2004,Shooter,0.03
Assassin's Creed: Altair's Chronicles,DS,2008,Platform,0.03
Kimi ni Todoke: Tsutaeru Kimochi,DS,2011,Adventure,0
Nora to Koku no Koubou: Kiri no Mori no Majo,DS,2011,Role-Playing,0
Bad Boys: Miami Takedown,GC,2004,Shooter,0.03
Hitman (2016),PS4,2016,Action,0
Short Track Racing: Trading Paint,PS2,2009,Racing,0.02
Atelier Escha & Logy: Alchemists of the Dusk Sky,PSV,2015,Role-Playing,0
Fantastic Four: Rise of the Silver Surfer,Wii,2007,Action,0.04
Galaxy Racers,DS,2010,Racing,0.04
Game no Kanzume Vol 1,SCD,1994,Misc,0
Rat Attack!,PS,1999,Puzzle,0.03
Black Mirror 2,PC,2009,Adventure,0
Pony Friends,DS,2007,Simulation,0
Danny Phantom: Urban Jungle,DS,2006,Action,0.04
Summon Night Craft Sword Monogatari: Hajimari no Ishi,GBA,2005,Role-Playing,0
Sotsugyou II: Neo Generation,PS,1995,Simulation,0
Forza Motorsport 3: Ultimate Edition,X360,2010,Racing,0
The King of Fighters 2002: Unlimited Match,PS2,2009,Fighting,0
Looney Tunes: Cartoon Conductor,DS,2008,Misc,0.04
Art of Fighting Anthology,PS2,2006,Fighting,0.02
Ford Bold Moves Street Racing,PSP,2006,Racing,0.04
Sébastien Loeb Rally Evo,PS4,2016,Racing,0
The Tale of Despereaux,Wii,2008,Platform,0.04
Lux-Pain,DS,2008,Adventure,0.04
Rapala Trophies,PSP,2006,Sports,0.04
Phoenix Wright: Revived Turnabout,DS,2008,Misc,0
Mana Khemia: Alchemists of Al-Revis (JP sales),PS2,2007,Role-Playing,0
Active Life: Magical Carnival,Wii,2011,Misc,0.03
National Geographic Panda (US sales),DS,2008,Simulation,0.04
The Hustle: Detroit Streets,PS2,2006,Sports,0.02
Tomoyo After: It's a Wonderful Life CS Edition,PSP,2009,Adventure,0
Virtua Fighter CG Portrait Series Vol.6: Lau Chan,SAT,1995,Misc,0
Guilty Gear XX Accent Core,PS2,2007,Fighting,0
Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,DS,2005,Misc,0
Cheer We Go!,DS,2010,Misc,0.04
Monster High: New Ghoul in School,3DS,2015,Action,0
Millipede / Super Breakout / Lunar Lander,GBA,2005,Misc,0.03
Grey's Anatomy: The Video Game,DS,2009,Adventure,0.03
Mafia,PC,2002,Action,0
Disney's Donald Duck: Goin' Quackers,GC,2002,Platform,0.03
World Trigger: Borderless Mission,PSV,2015,Action,0
Assault Rigs,PS,1996,Action,0.02
Yes! PreCure 5,DS,2007,Action,0
Operation Flashpoint: Elite,XB,2005,Shooter,0.03
Candace Kane's Candy Factory,DS,2008,Action,0.04
Fantastic Four: Rise of the Silver Surfer,DS,2007,Action,0.04
Nanda's Island,DS,2009,Puzzle,0.04
Virtua Tennis 3,X360,2007,Sports,0.03
"Roswell Conspiracies: Aliens, Myths & Legends",PS,2001,Action,0.02
Front Mission,DS,2007,Strategy,0.01
Sushi Go-Round,DS,2010,Simulation,0.04
World Championship Spelling,DS,2010,Misc,0.04
Sekai no Gohan Shaberu! DS Oryouri Navi,DS,2008,Misc,0
Tropico 3,PC,2009,Strategy,0
Boktai 2: Solar Boy Django,GBA,2004,Role-Playing,0.03
Life is Strange,PC,2016,Adventure,0.01
Angelique Duet,PS,1998,Strategy,0
Nobunaga's Ambition (3DS),3DS,2013,Simulation,0
Jewel Master: Cradle Of Rome 2,PC,2011,Puzzle,0
Shin Fortune Quest: Sokutaku no Kishi,PS,1996,Misc,0
Tsumiki: Block Drop Mania,DS,2007,Action,0.04
Crushed Baseball,GBA,2004,Sports,0.03
Dark Arena,GBA,2002,Shooter,0.03
Kamen Rider: Battride War Genesis,PS3,2016,Action,0
Heatseeker,PSP,2007,Action,0.04
Family Fortunes,DS,2009,Misc,0
TOCA Race Driver 2,XB,2004,Racing,0.03
My Body Coach,Wii,2009,Sports,0
Shaun the Sheep,DS,2008,Adventure,0.04
Battlezone,PS4,2016,Action,0.02
I.Q. Remix+: Intelligent Qube,PS2,2000,Puzzle,0
Growlanser,PSP,2009,Role-Playing,0
Card Fight!! Vanguard G: Stride to Victory!!,3DS,2016,Misc,0
Trollz: Hair Affair!,GBA,2005,Misc,0.03
Daito Giken Koushiki Pachi-Slot Simulator: Shake II,PS2,2007,Misc,0
Grand Slam,PS,1997,Misc,0.02
Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,DS,2009,Action,0
The King of Fighters 2000,PS2,2002,Fighting,0
Hyperdimension Neptunia mk2,PSV,2014,Action,0
Pro Evolution Soccer 2016,PC,2015,Sports,0
The Dark Spire,DS,2008,Role-Playing,0.04
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016,Action,0.03
Puyo Puyo Tetris,PS3,2014,Puzzle,0
D.C.F.S.: Da Capo Four Seasons,PS2,2005,Adventure,0
RollerCoaster Tycoon,PC,,Strategy,0.02
Runaway: A Twist of Fate,PC,2009,Adventure,0
Disney's Meet the Robinsons,GC,2007,Action,0.03
Hanayori Danshi: Koi Seyo Onago,DS,2008,Adventure,0
Refrain no Chika Meikyuu to Majo no Ryodan,PSV,2016,Action,0
Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Wii,2009,Misc,0
Disney Planes Fire & Rescue,Wii,2014,Action,0
Sonic the Hedgehog 2 (8-bit),GG,1992,Platform,0
FlatOut 2,XB,2006,Racing,0.03
Gem Smashers,3DS,2011,Platform,0.04
Rogue Trooper,PS2,2006,Shooter,0.02
Backyard Baseball '09,Wii,2008,Sports,0.04
Spy Fiction,PS2,2003,Action,0.02
Justice League: Chronicles,GBA,2003,Platform,0.03
Tom Clancy's HAWX,PC,2009,Action,0
Enemy Front,X360,2014,Shooter,0.02
Doko Demo Issho: Let's Gakkou!,PSP,2006,Misc,0
Conflict: Desert Storm II - Back to Bagdhad,GC,2004,Shooter,0.03
Honda ATV Fever,Wii,2010,Racing,0.04
Top Gun,DS,2006,Simulation,0.04
M&M's Beach Party,Wii,2009,Misc,0.04
B's-LOG Party♪,PSP,2010,Adventure,0
King Arthur,GC,2004,Action,0.03
Chicken Shoot,GBA,2005,Action,0.03
Shantae and the Pirate's Curse,3DS,2015,Platform,0.01
Yowamushi Pedal,3DS,2015,Action,0
Dai Senryaku VII: Modern Military Tactics,XB,2003,Strategy,0.03
White Album 2: Shiawase no Mukougawa,PS3,2012,Adventure,0
Monster Trux Arenas: Special Edition,Wii,2007,Racing,0.04
Avatar: The Game,PC,2009,Action,0
Go Go Ackman 3,SNES,1995,Platform,0
Advance Guardian Heroes,GBA,2004,Role-Playing,0.03
Castle of Shikigami III,Wii,2007,Shooter,0.04
Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,0.03
FIFA Street 2,DS,2006,Sports,0.04
Star X,GBA,2002,Shooter,0.03
City Life: World Edition,PC,2007,Simulation,0
The King of Fighters Kyo,PS,1998,Fighting,0
Record of Agarest War: Marriage,PSP,2012,Role-Playing,0
San-X Land: Theme Park de Asobou!,DS,2006,Action,0
Corpse Party: Book of Shadows,PSP,2011,Adventure,0
428: Fuusa Sareta Shibuya de,PSP,2009,Adventure,0
Starry ? Sky: After Spring,PSP,2009,Misc,0
Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,PS2,2006,Adventure,0
Mechanic Escape,PS3,2012,Platform,0
Battle vs. Chess,PS3,,Misc,0
Naruto Shippuden: Dairansen! Kage Bunshin Emaki,DS,2008,Action,0
WarTech: Senko no Ronde,X360,2006,Fighting,0.04
Twilight Syndrome: Kinjiratera Toshi Densetsu,DS,2008,Adventure,0
True Love Story 3,PS2,2001,Simulation,0
Jerry Rice and Nitus' Dog Football,Wii,2011,Sports,0.04
Little Battlers eXperience W,PSV,2012,Role-Playing,0
The Smurfs,PS,1998,Action,0.02
Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,2016,Action,0.01
Strike Force Bowling,XB,2004,Sports,0.03
IL-2 Sturmovik: 1946,PC,2006,Simulation,0
Chessmaster,GBA,2002,Misc,0.03
Blood Will Tell: Tezuka Osamu's Dororo,PS2,2004,Adventure,0.02
Coraline,DS,2009,Action,0.04
Red Ninja: End of Honor,PS2,2005,Action,0.02
Praetorians,PC,2003,Strategy,0
Kids Learn Music A+ Edition,DS,2011,Misc,0.04
The Wolf Among Us,PSV,2014,Adventure,0.03
Smash Court Tennis 3,PSP,2007,Sports,0.01
Kanuchi: Shiroki Tsubasa no Shou,PS2,2008,Adventure,0
SX Superstar,XB,2003,Racing,0.03
Katekyoo Hitman Reborn! Battle Arena,PSP,2008,Fighting,0
LEGO Friends,3DS,2013,Action,0
Saint Seiya: The Hades,PS2,2006,Fighting,0
Saki Portable,PSP,2010,Adventure,0
Naruto Shippuuden: Shinobi Retsuden III,DS,2009,Action,0
Guild Wars Trilogy,PC,2005,Role-Playing,0
SPRay,Wii,2008,Action,0.04
Outlaw Tennis,XB,2005,Sports,0.03
Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,PS3,2013,Simulation,0
Saint Seiya: Soldiers' Soul,PS3,2015,Fighting,0
Nike+ Kinect Training,X360,2012,Sports,0.02
No Rules: Get Phat,GBA,2001,Action,0.03
Star Ocean 5: Integrity and Faithlessness,PS3,2016,Role-Playing,0
Brothers: A Tale of Two Sons,XOne,2015,Adventure,0.03
NHL Legacy,PS3,2015,Action,0.03
Battle Rage,Wii,2008,Shooter,0.04
Attack of the Movies 3D,X360,2010,Shooter,0.04
The History Channel: Great Battles - Medieval,PS3,,Strategy,0
Igor: The Game,DS,2008,Adventure,0.04
Zombi Daisuki,DS,2011,Action,0
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,3DS,2014,Action,0
"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",DS,2006,Adventure,0
Sea Monsters: A Prehistoric Adventure,Wii,2007,Adventure,0.04
Get Up and Dance,PS3,2011,Misc,0.03
Secret Files: Tunguska,PC,2006,Adventure,0
The Monkey King: The Legend Begins,Wii,2007,Shooter,0.04
The Invincible Iron Man,GBA,2002,Action,0.03
NASCAR 07,XB,2006,Racing,0.03
Dance Dance Revolution Disney Mix,PS,2000,Simulation,0.02
Casual Mania!,DS,2010,Puzzle,0.04
Maken Shao: Demon Sword,PS2,2001,Action,0
Scaler,XB,2004,Platform,0.03
Super Robot Taisen OG Infinite Battle,PS3,2013,Fighting,0
BeatMania IIDX 16: Empress + Premium Best,PS2,2009,Simulation,0
Emergency Room: Real Life Rescues,DS,2009,Simulation,0.04
FIFA Soccer 2003 (weekly jp sales),PS2,2002,Sports,0
High Heat Baseball 2002,PS,2001,Sports,0.02
Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,0.01
Puyo Pop Fever,PSP,2004,Puzzle,0
Thrillville: Off the Rails,DS,2007,Strategy,0.03
Hana to Ikimo no Rittai Zukan,3DS,2011,Misc,0
Bloody Roar Extreme,XB,2003,Fighting,0.03
Clockwork Empires,PC,,Strategy,0
Split/Second,PC,2010,Racing,0
Tennis Masters Series 2003,XB,2002,Sports,0.03
Resident Evil 6,PC,2012,Shooter,0
Amagami,PSV,2014,Adventure,0
Dead Head Fred,PSP,2007,Action,0.04
MLB SlugFest 20-04,GC,2003,Sports,0.03
Pocket Pool,PSP,2007,Action,0.04
Jissen Pachislot Hisshouhou! Hokuto no Ken DS,DS,2005,Misc,0
Lise no Atelier: Ordre no Renkinjutsushi,DS,2007,Role-Playing,0
Myth Makers: Trixie in Toyland,Wii,2008,Platform,0.04
Arcana Heart 3,PSV,2014,Fighting,0.02
Torino 2006,XB,2006,Sports,0.03
Amnesia,PSP,2011,Adventure,0
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS,2006,Misc,0
Metal Slug 4 & 5,XB,2005,Shooter,0.03
Great Battle Full Blast,PSP,2012,Action,0
Ride to Hell,PS3,2013,Racing,0.02
Need for Speed: ProStreet,PC,2007,Racing,0
Digimon Rumble Arena 2,GC,2004,Fighting,0.03
NCIS,PC,2011,Adventure,0.01
Doki Doki! PreCure Narikiri Life!,3DS,2013,Action,0
Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,0.03
Rodea the Sky Soldier,3DS,2015,Action,0.03
Major League Baseball 2K12,PC,2012,Sports,0.04
Watashi no Relaxuma,DS,2007,Simulation,0
Phantom Kingdom Portable,PSP,2011,Role-Playing,0
Pac-Man World Rally,PSP,2006,Racing,0.04
Way of the Samurai 2 Portable,PSP,2009,Action,0
Challenge Me: Maths Workout,DS,2009,Puzzle,0.04
Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,DS,2008,Misc,0
Hellboy: The Science of Evil,PSP,2008,Action,0.04
Mortimer Beckett and the Secrets of Spooky Manor,Wii,2008,Puzzle,0.04
Little Busters! Converted Edition,PSP,2010,Adventure,0
Unison: Rebels of Rhythm & Dance,PS2,2000,Misc,0.02
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,2007,Sports,0
WTF: Work Time Fun,PSP,2005,Puzzle,0.04
The Sims Deluxe,PC,2002,Simulation,0.01
Fashion Week Jr. Designer,DS,2009,Simulation,0.04
B.L.U.E.: Legend of Water,PS,,Adventure,0
Dark Half,SNES,1996,Role-Playing,0
Horses 3D,3DS,2012,Misc,0.04
LEGO Indiana Jones: The Original Adventures,PC,2008,Action,0.02
Bullet Girls 2,PSV,2016,Action,0
The Sims 2: Pets,PC,2006,Simulation,0.01
Deadliest Warrior: Ancient Combat,X360,2012,Fighting,0.04
Zoo Quest: Puzzle Fun!,DS,2008,Puzzle,0.04
Civilization Beyond Earth: Rising Tide,PC,2015,Strategy,0
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,DS,2008,Simulation,0
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PSV,2016,Misc,0
Shukufuku no Campanella Portable,PSP,2010,Adventure,0
The Kore Gang,Wii,2010,Platform,0.04
National Geographic Challenge!,PS3,2011,Misc,0.01
Duke Nukem Trilogy: Critical Mass,DS,2011,Shooter,0.04
Beastly Frantic Foto,DS,2011,Puzzle,0.04
Chaos;Head - Love Chu*Chu!,PSP,2011,Adventure,0
Yourself Fitness,PS2,2005,Sports,0.02
Rugby Challenge 3,PS4,2016,Sports,0
Dungeon Raiders,DS,2009,Role-Playing,0.04
Romance of the Three Kingdoms 13,PS3,2015,Action,0
Blood Bowl,PC,2009,Sports,0.02
Port Royale 2,PC,2004,Strategy,0
Star Trek: Shattered Universe,XB,2004,Simulation,0.03
Company of Heroes: Tales of Valor,PC,2009,Strategy,0
12Riven: The Psi-Climinal of Integral,PS2,2008,Adventure,0
Battle Spirits: Digital Starter,DS,2010,Role-Playing,0
Farm Frenzy 3,PC,2009,Strategy,0
Guilty Gear XX Accent Core,Wii,2007,Fighting,0.03
Lionel Trains: On Track,DS,2006,Action,0.04
WarJetz,PS2,2001,Shooter,0.02
Breeding Stud 2,PS,1998,Sports,0
Banushi Life Game: Winner's Circle,DS,2007,Sports,0
Stellaris,PC,2016,Strategy,0
Gakuen Hetalia Portable,PSP,2011,Adventure,0
Catwoman,GBA,2004,Action,0.03
Devil May Cry 4,PC,2008,Action,0.01
Chibi Maruko-Chan DS: Maru-Chan no Machi,DS,2009,Puzzle,0
Capcom Fighting Evolution,XB,2005,Fighting,0.03
Gray Matter,X360,2011,Adventure,0
Call of Duty: Modern Warfare Trilogy,X360,2016,Shooter,0.02
Riding Stables: The Whitakers present Milton and Friends,3DS,2011,Sports,0
World Poker Tour,PSP,2006,Misc,0.04
Barnyard,Wii,2006,Action,0.04
Paws & Claws: Regal Resort,DS,2010,Simulation,0.04
Mazes of Fate DS,DS,2008,Role-Playing,0.04
Novastorm,PS,1995,Shooter,0.02
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,PSP,2012,Role-Playing,0
PopCap Arcade Vol 1,X360,2007,Puzzle,0.04
Test Drive: Ferrari Legends,PS3,2012,Racing,0.04
Heroes of Might and Magic V,PC,2006,Strategy,0
Dead Ball Zone,PS,1998,Sports,0.02
NBA in the Zone 2000,N64,2000,Sports,0.04
Winning Post World 2010,PS3,2010,Sports,0
NBA In The Zone '99,N64,1998,Sports,0.04
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,DS,2010,Action,0
World Series Baseball,SAT,1994,Sports,0
Haunted Casino,SAT,1996,Adventure,0
Metal Gear Solid: Digital Graphic Novel,PSP,2006,Misc,0.02
Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,PSV,2012,Action,0
Aeon Flux,PS2,2005,Action,0.02
MLB 2K12 / NBA 2K12 Combo Pack,X360,2012,Sports,0.04
Age of Mythology: The Titans,PC,2003,Strategy,0.02
Chicken Blaster,DS,2009,Shooter,0.04
S.Y.K Renshouden Portable,PSP,2011,Adventure,0
Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,0.03
Arctic Tale,Wii,2007,Adventure,0.04
Virtua Tennis 4,PC,2011,Sports,0
Metal Max Returns,SNES,1995,Role-Playing,0
Shattered Union,XB,2005,Strategy,0.03
GRID,PC,,Racing,0
Monster High: New Ghoul in School,PS3,2015,Action,0
Hanaoni: Yume no Tsudzuki,PSP,2012,Action,0
Mat Hoffman's Pro BMX 2,GC,2002,Sports,0.03
Deadliest Warrior: Ancient Combat,PS3,2012,Fighting,0.04
Unchained Blades ,3DS,2011,Role-Playing,0
Terraria,XOne,2014,Action,0
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,3DS,2014,Adventure,0
Company of Heroes: Opposing Fronts,PC,2007,Strategy,0.01
Gal*Gun,X360,2011,Shooter,0
Black & White,PC,2001,Strategy,0
NHL Hitz Pro,GC,,Sports,0.03
Ookami Kakushi,PSP,2009,Action,0
 Haikyu!! Cross Team Match!,3DS,2016,Adventure,0
Gormiti: The Lords of Nature!,Wii,2010,Adventure,0.03
North American Hunting Extravaganza 2,Wii,2010,Sports,0.03
Zen-Nippon GT Senshuken,SNES,1995,Racing,0
Monaco Grand Prix,N64,1999,Racing,0.03
Worms Armageddon,N64,1999,Strategy,0.03
Rally Challenge 2000,N64,1999,Racing,0.03
Looney Tunes Duck Dodgers Starring: Daffy Duck,N64,2000,Platform,0.03
